text,label
i tried to get cash at some atm in the city centre earlier but the machine declined my card ive seen it still shows up as pending in my account please cancel it immediately as i definitely have not received that money,46
will i get a real card,43
my plans may change so i may need to change from gbp to aud,33
help your app is showing a larger wd than i actually did earlier at an atm,75
problem with my top up going through,47
what atms can i use my card at,3
how do i use a cheque to top up,58
a payment shows up on the app that i never made,16
i just realized i made the wrong transaction yesterday would you please make it correcti need it by tomorrow,8
how do i top up by cheque,58
i use this card all the time so why did it get declined at the store today,25
can i do more than 10 transactions with a disposable card,29
what do you do with all the identity information youre collecting from me,74
i received my virtual card information but was unable to use it to make a purchase why did this happen and what can i do,72
i tried to top up and suddenly my money disappeared,62
how many transactions can i do with one disposable card,29
i tried doing an in country transfer earlier this week i thought it would be there by now but i still dont see the money can you check the status on my transfer,66
i cant recall my passcode and need to reset it,44
has my card been lost in delivery,11
what is the virtual card and how can i get one,40
i swear that there are 2 payments on the app that i didnt make could my card me stolen please advise what i should do,16
what is taking so long on my transfer from the us,67
what do i do if my virtual card wont work,72
cash from this morning has not deposited,6
why cant i see my top up,62
what currencys can i exchange for,33
show me where to order my card,43
why am i being asked to have an identity check,74
why would i get a decline message in a transfer,27
where is the pin number found,38
why isnt the recipient seeing the transaction i just sent the money,66
i believe my card has been compromised because of a strange withdrawal,20
is it free to send out more cards,39
when trying to get more than one card is there a extra amount that needs to be paid,39
i would like to get an account for my child,1
someone needs to make me aware when there are extra charges for payments i happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all,15
what currencies can i not hold many in if so what are they,36
when i add money to my international card do you charge a fee to do so,57
if my cash withdrawal is still not showing is something wrong,46
how can i transfer some money into a foreign account,65
whats the limit on my top up,60
can you unblock my pin because i put the wrong one too many times,49
why would the app show a withdrawal that i did not make,20
what are the steps needed to top up with apple pay,2
could you please help me i made my rent payment and have double checked that i sent it to the right account the person receiving it says he has not received it but it shows complete on my side,66
what should i do if my smart phone is lost or stolen,42
are there steps i need to take before my card expires,9
are currency exchanges free,31
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account is this possible,8
can i get my card expedited,12
hello i was contacted by a seller who let me know my money didnt come through on their side it most certainly came out of my account so i need this looked at immediately because now it has been returned to me,53
my atm got stuck and im not sure what to do,18
what currencies are accepted for adding money,54
id lke my card reactivated i was thinking it was misplaced but i discovered when i woke up that i had left it in my coat,13
what do i do if my card is stolen,41
i need my pin,38
what is source of my money,70
how do i access the auto topup option,4
i need your help in deleting my account,55
hello what is a virtual card and how do i get one,40
i tried to pull cash from an atm but it wouldnt let me,26
i received my card but not my pin,38
where do i find out about exchange fees,31
is there a frequent currency discount,31
do you have charges now when you pay with a card,15
is verifying my identify important,74
please give me both a visa and a mastercard,73
do i have to verify the topup,71
what fiat currencies are used for holdings,36
i am missing cash from my bank account according to my app,20
what would cause a transfer failure,35
do i need to wait for my card before i get pin,38
do i need to go to a physical bank to change my pin,21
i have received my card can you help me put it in the app,13
are there any topup limits,60
how long will it take to verify my account,68
how long does it actually take my card payment to make it to the account ive made a payment a couple of days ago but it hasnt moved since,45
ill send a check to top up my account,58
the app does not believe that i am myself,68
how long do transfers take i sent money to a friend who needs it urgently its been hours and has not gone through,66
can i do a bank transfer to put additional money in my account because i am out of money,65
is my transfer pending,48
can you please reactivate my card,13
what do i do if i do not recognise a cash withdrawal,20
i really need money from my card today but my card is getting declined please help,59
my purchase from this morning still is pending,45
unusual direct deposit,28
i attempted to complete a topup and i thought all was well but now the money is gone again has there been a glitch,61
how do i know when my card will arrive,11
verify my source of funds,70
when will my transfer process,5
can i use a cheque to top up my account,58
i want to add money to my international card so are there any fees charged to do this,57
is my card usable anywhere,10
can you tell me the names of the fiat currencies that i can use at your institution,36
i get a decline message when doing a transfer,27
what is the difference between standard and express delivery,12
what is needed for my daughter to open an account,1
i sent some money and the account hasnt recived the transfer i made,66
what can i expect if i use bank transfer to top up my account,65
why have i received a rebate for my payment after a week,53
how long until my transfer goes through,67
is there anyway to bypass identity verification,74
its been several days and my cash withdrawal is still pending why,46
can you tell me the limit for top ups,60
why wouldnt my withdrawal go through,26
a cheque deposit hasnt posted to my account when will my balance update,6
cancelling a transaction,8
where in the european union can i get a card,24
i am interested in changing my personal details,30
my pin tries have run out now what,49
ive tried completing a very standard transfer and have already attempted it 5 times whats going on here is there a problem with your system,35
im interested in getting a card how does one go about doing that,43
please activate my card,0
my salary is received in the form of gbp is it necessary to configure this if so where is this done,50
i dont understand why there is an extra 1 fee in my statement,34
there is an odd 1 charge that appears as pending on my statement whats the reason for that i havent purchased anything for a pound,34
how can i solve my issue with holding multiple currencies,36
where is the transfer to my account that i made,5
what countrys money can i hold currency in,36
i am so angry right now i went to the atm and did not get the correct amount of money i chose to withdraw how could this happen i need my money and want to know how i can get it asap,75
why would a merchant refuse a payment,53
when can i expect the transfer to be complete,67
i did a transfer and was charged a fee that i shouldnt have been,64
i need to bank account transfer from another account into this one what is the easiest way that can be done and what information do i need,65
my cards expiration is approaching how do i replace it,9
i made an out of country transfer and it hasnt went through yet,5
my top up is not working,59
what are the steps to getting a virtual card,40
i lost my card what do i do now,41
will i know which exchange rate i will get,32
i went to do a transfer and it was declined,27
i was supposed to get a purchase refunded but i dont see the money in my account,51
i attempted to enter my pin to many times,49
what can i and cant do with the disposable cards,29
will i be charged for a sepa transfer,56
which us cards have top up charges,57
how can i verify the topup card,71
what is needed to prove my identity,69
after my card expires what should i do,9
i dont remember my code to get into the app,44
is there always a charge when withdrawing money,19
help me unblock my pin,49
why would i be charged more than once for the same transaction,63
need help with my card its not working,14
my daughter would like a card from my account can i do this,39
i am adding money what currencies do you accept to do this,54
how can i get a second card for my daughter,39
can i setup top ups in advance,4
i need to delete my account,55
what is the way to go about getting a virtual card,40
i have been waiting over a week is the card still coming,11
please show me how my friend can send me money,50
hey i thought transfers were free why are you charging me,64
i need to change my address in the personal details,30
my top up has been pending for an hour already and i really need this to go through as soon as possible can you help,47
i was declined when i tried to take out cash,26
i dont know why my card payment did not work,25
hi i noticed i have a duplicate charge which i have not made twice who should i talk to take care of this,63
how much would i be charged for a transfer,56
is there a limit to the number of disposable cards i can have,29
my card arrived but i need to make it work in the app how do i do that,13
i need to update my personal details,30
why cant i see the topup amount i just added to my account,62
when will my funds transfer,66
is there a topup fee if you add money in usd,57
i want to top up by using a credit card which ones do you support,54
tell me what the steps for the identity checks are,69
how do i report possible fraudulent activity on my account,22
where do i find my code to verify my topup card,71
i received a declined message when doing a transfer,27
in what increments can i topup my card,4
why cant i see my pin,38
how do i actually obtain a card myself,43
do you guys accept visa or mastercard,73
the seller of the items i bought online the other day hasnt received the eu transfer yet how long do these usually take,48
why was my cash withdrawal declined by the atm,26
exchange rate for my card payment is wrong,17
how to get new card,23
how do i set a new pin,21
do you have a topup limit,60
why is the transfer still pending can i do something,48
disaster ive totally forgotten my passcode can you help me,44
is there a maximum amount of topups,60
i have two of the same charges on my account,63
are there any limit on the auto topup,4
my statement has a payment that i do not recall making,16
oh no i lost my card help,41
i received my new card where is it in the app,13
i want a refund on the things i bought,52
make me understand why i am charged an extra fee when i use the atm,19
what kind of money can i hold,36
i am still awaiting the completion of the transaction,66
why is there a fee for doing a transfer,64
what cash machines will let me change my pin,21
do you have info about the card on delivery,11
can it automatically topup money if there isnt much left,4
where do i go to change gbp,33
how can i check the source of my fund,70
the exchange rate that was applied for an international purchase was wrong,17
can you tell me why my transfer is pending still,48
how do i enable contactless pay,23
how is the current exchange rate,32
you promised no fees but now ive got one what the hell,15
help my phone was stolen please advise,42
how dp i top up with a cheque,58
can i have more than one card,39
is my card actually working its the first time i tried using it,26
what amount can i topup,60
what is the minimum age required to open an account with your service,1
i already got my item but just got my money back,53
what are the disposable card limits,29
i am trying to transfer and it has been stopped why is that,7
i was unable to transfer money from my account,35
can i verify a topup and what card is used,71
is my pin the same thing as my passcode,38
whats the limit for auto topup,4
how do i order a virtual card,40
why was i charged an extra fee when paying with card,15
the transfer finally worked but how long does it stay pending,48
after trying to update my account balance yesterday by cheque it doesnt seem to working shouldnt the process be quicker i need my account looked at because there appears to be a problem,6
what are the steps to reset my passcode,44
what fees to you have for top ups,57
i would love one of the virtual cards,40
where can i find out how to transfer money into my account,65
how do i dispute a direct debit on my account,28
i ordered a card and i still havent received it its been two weeks what can i do,11
can i see my available money,70
can i have it delivered on the date i need it delivered,12
is my card ready for use or does it need activated and if so how,0
for some reason my accounts been charged an extra dollar,34
what do i do to verify my source of funds,70
top up google pay is it possible,2
why cant i transfer money to a beneficiery,7
i cant find my card can you help,41
i want a card but im not in the uk can i get one still,24
please check payments on my card there is a duplicate and i only bought it once,63
can you help my fix my contactless,23
is my card accepted everywhere,10
why doesnt my balance reflect my transfer,5
what is the extra 1 fee in my statement,34
ive got a weird problem i purchased something a week or maybe it was two weeks ago and the funds have come back into my account can you explain this,53
how can i top up my account and which currency can i use,54
how can i get my physical card to work,14
i think someone is using my card without my permission,22
why was there an extra charge because i used my card to pay,15
i dont know my password anymore,44
can this app take my salary,50
is it possible to hold money in different currencies,36
what is the exchange rate like on this app,32
i was only given 20 after trying to withdraw 100,75
can you freeze my card because someone used it while i was out of town i did not make these purchases,22
i was charge a fee for my transfer why,64
i only own one other credit card from the usa will it be accepted,54
where is my cash deposit in my balance,6
can you look into why my most recent topup is showing as pending i thought it was supposed to be instantaneous,47
why isnt my top up showing on my wallet,62
the app denied my topup,59
is there a way to see where my money originally came from,70
my cash transaction isnt showing on my account,66
how long does it take for something to be delivered to the us,12
what businesses accept my card,10
i have no way to prove my identity,68
do i need to pay more for exchanging currencies,31
how come my refund hasnt appeared on my statement,51
how much does it cost to top up a usissued card,57
if i make a topup are there charges applied,56
will my pin number be sent with my card,38
i tried using a virtual card for a hotel but it didnt work why not,29
what do i do to top up my card,62
help me order my card,43
why was my transaction declined,35
i need you to delete my account right now,55
i got some cash in the atm but its still pending,46
will my transfer be done soon,48
i seem to of forgotten my passcode,44
its declining my transfers normally this works but my card is being declined now and ive tried more than once,27
i notice that i have a card payment thats been cancelled,53
why is top up not working for my apple pay app,2
why did i get declined when trying to get cash,26
any charges applicable for new card,23
the cash i deposited using the atm is still pending,46
your exchange rate was off i was charged extra on my payment that i made last saturday,17
i would like to know where the funds are at,70
i need information explaining why my topup failed to go through,59
i want information about the source of funds,70
can i reset the passcode,44
where can i find my pin i havent gotten it yet,38
can i use my card in another institutions atm,3
could i chose the date to have it delivered,12
there are two of the same charge on my statement,63
why am i being charge a fee when using an atm,19
where can my card be delivered,43
what can i do after the card missing,0
where does the exchange rate stand right now,32
how can i add physical money to my card,58
i thought i can make transfers for free this is not fair i bought something online from abroad and there was some weird additional fee that ive never seen before,64
lost my phone dont want others to use it,42
hello i have a question concerning an unfamiliar fee that i notice on my account i see that you guys charge for atm withdrawal never notice this fee until now can you please explain,19
what do i do if i find a debit charge that i know i didnt do in my billing statement,28
the card payment i attempted to make failed,25
help me to set up contactless payments,23
can i use this app for any currency,54
when are cards delivered,12
this isnt fair i thought transfers could be made for free i just made a purchase online from abroad and now see some strange fee that ive never seen before,64
how much longer until i get my new card,11
why is it taking so long to update my balance transfer,5
my card couldnt complete a transfer why,35
what does a pending payment mean,45
can i auto top up multiple times,4
my transfer to my account is missing,5
i made a purchase recently but i have decided that im not buying it and i need to receive my money back can you please give me a refund asap its extremely urgent,52
should i complete my security verification before i can use my account,74
are their certain cash machines where i can change my pin,21
will i be charged a fee for exchanging foreign currencies,31
the machine didnt work earlier when i went to get money out and now my account says transaction in progresswhy,46
my pin hasnt arrived in the post how do i cancel it or get a new one,38
why does it matter that i prove my identity,74
theres a possibility that my card was compromised,22
how do i get the card linked,13
the atm ate my card how do i get a new one,18
what atms use this card,3
is it ok if i use both visa and mastercard,73
why was my transfer declined,27
i found my card can i link it back into the app,13
i would rather the mastercard,73
what is this extra 1 fee about,34
who can send me money,50
what is minimum age for an account,1
please tell me do you use visa or mastercard,73
i needed cash today so i used another providers atm and when i attempted to withdraw it declined i just checked it out and im still showing my account with that amount pending i didnt take any money out it was declined so i dont want that to be processed as a withdrawal,46
i want to inactivate my account,55
there has been a charge pending on my account statement that i cant figue out its for a dollar,34
what went wrong with my transfer,27
i topped up my account but the money isnt there now,62
can i reset my password i dont know what it is,44
the account transfer i was trying to do failed,7
last saturday i made a payment and the exchange rate was wrong i was charged too much,17
i cant see a transfer to my account i made,5
what are the countries that you operate in,24
i havent received my transfer funds yet where are they,48
how much more do i have to pay to exchange currencies,31
im waiting for a transfer from the us how much longer,67
im quite confused as to what is going on there is some odd extra pound charge on my statement in the app thats just listed as pending and doesnt go away since a couple days,34
how do i find my card pin,38
can you transfer money to your card by bank transfer,65
does it cost anyting to get my own card,43
is there an auto topup option,4
i see a strange payment in my account,16
when considering currency holdings and exchanges what fiat currencies are supported,36
is there a charge for using transfers for top ups,56
do you have a return policy,52
how do i make sure my transfer isnt goin to an unsupported merchant,27
why am i charged whenever i withdraw cash,19
i tried to purchase airline tickets online this morning and my card information isnt working is there something going on with my account,14
i bought an item at the wrong exchange rate,17
why have i not yet received my virtual card,40
am i charged for receiving money,56
i want to add money to my card what payments do you accept,54
is there a fee to exchange foreign money,31
how come my cash withdrawal came with an unnecessary fee,19
why is the exchange rate wrong for my cash withdrawal,76
why isnt my google pay top up working for me did i do something wrong,2
is it possible to also get a disposable virtual card,37
do i need to verify my identity,74
can i edit my details,30
how can we correct a mistake on an atm transaction the app shows what i should have gotten,75
i placed my order a week ago is it ok that my card isnt here yet,12
can you express my card to me,12
my transfer into my account isnt showing up,5
can my children have their own account,1
how long before a bank transfer shows up in the account,5
i would like to alter my personal details,30
what do i need to do to activate my new card,0
please help me change my pin,21
why did i get less cash than what i asked in the atm,75
why has my payment been reversed,53
am i able to change my pin at certain cash machines,21
what if there is an error on the exchange rate,17
the cash i asked for still hasnt been received,75
i cant find my card what should i do,41
i need a new card before it expires,9
the bank machine didnt give my card back how do i get a new one fast,18
the atm keeps rejecting my payment i tried two different atms but did not work can you please check if everything is okay with my account,26
if i lost my phone at the hotel can i still use the app,42
app does not recognize me,68
can i get a full list of instructions for identity checks,69
i would like to reactivate a card and wondered if that could be done,13
what should i do with my stuck atm,18
my product hasnt arrived even though i ordered it a while ago i want a refund,52
i thought i lost my card so i cancelled it but recently i found it in my jacket and i would like to reestablish the card,13
i received the wrong amount of cash back,75
how can i convert currencies,33
i require verification of my source of funds,70
do cash withdrawals cost anything,19
my virtual card has not came yet,40
when will my transfer come through,5
can you please assist me in apple pay in getting top up to work,2
card payment has be declined,53
the service of this company sucks i need to terminate my account,55
how do i deal with a stolen card,41
i am sure i have plenty of money to transfer but my transfer is being declined,27
can my pin be changed in any cash machine,21
are you able to explain the restrictions of the disposable cards,29
can you explain why my transfer was unsuccessful,35
my account transfer was blocked,7
it appears my topup is still pending,47
i have a cash withdrawal that says its pending why,46
i have one of your cards already how do i link it,13
i do not understand why my passcode is not working,44
whats the time frame normally for a uk account transfer i just made one and its not showing up anywhere i want to be sure that everything is good,5
what do i do when my card expires,9
how do i go about changing my pin,21
do i get a choice between visa and mastercard,73
i need some money transferred asap how long does the process take,67
how can i fix my bank transfer to show up on my bank account,5
i thought i lost my card but i found it today so i would like to reactivate it,13
i need to get visa and mastercard,73
i noticed a charge for a transfer why is this is it because i did an international transfer,64
why is my last transfer pending,48
hi a seller that i requested a refund from a long time ago has yet to send the money into my account even though i keep checking it can the seller be contacted by you guys to see whats going on,51
how do i replace a stolen card,41
i would like to get your card in eu is that possible,24
i would like to cancel a transferis this possible,8
there is an error the app says i made an atm withdrawal and i didnt,20
tell me why my transfer is declined,27
i am not a premium customer but i want a virtual card how do i get it,29
i was just going over my transactions for the past couple of months and noticed a large type charge that i know i did not make even though its been a while can i please still dispute this,28
what are you going to use my identification details for,74
how do i order a new card when my old one is ready to expire,9
when will my top up process,47
how do i add the card to my account,13
i need to topup my card today urgently but my card keeps getting declined can you please resolve this problem or let me know if you have any alternatives,59
the app wouldnt accept my top up,61
why isnt my topup going through,47
is there extra fees for making a withdraw in a different country at a cash machine,76
i need someone to find out where my money has gone to it has disappeared i completed a top up earlier and seen it had went through since it has now disappeared i need to know whats going on,61
how many days does a regular transaction take to complete i see a pending payment that hasnt changed in the last several days,45
how do i activate my card that just arrived,0
my cards were stolen,42
how to receive transfers from my employer when i get paid in gbp,50
im locked out of my account as i cant remember my code what do i do now,44
how long does a transfer from the united kingdom take i havent seen it show up yet in my bank account and want to make sure i get the transfer,5
can i top up my card with other cards,54
how do i go about getting a refund,52
i need to do a card activation,0
can i get a refund on an item,52
im having trouble with proving my identity,68
do you limit my topups,60
do you offer cards for those in other countries,24
i got a message that i need to verify my identity what do i do,69
how long is a transfer in the pending status,48
what is the disposable card for,37
why is the exchange rate on my card payment different than i expected,17
i need to know about exchange rates,32
my credit card payment has been in pending status for a super long time i dont get it why is it like this when will it go through,45
how long do eu transfers actually take i bought something online a couple days ago sent the money immediately online but the seller says its still not there yet,48
looks like my top up failed,59
what is the process for activating a new card,0
i see a charge of 1l i do not recognize on my statement,34
i want to get a visa,73
what is the exchange rate like,32
how can i get new card,23
help i have a stolen card,41
i still do not see the cash deposit in my account from last week why,6
can i set up an automatic topup for travel,4
in the app i see a payment that is not mine,16
i was charged the wing amount for an item,17
what is the topup limit for my card,60
i would like to know why my purchases from this morning are still pending,45
why is the fee for taking money out so high i feel i was overcharged and i would have never used this atm if i would have known ahead of time,76
why is there a fee for using my card,15
visa and mastercard can i get them both,73
i would like to change my address,30
my transfer was not approved,27
for toppingup is there a charge,56
i do not see the card pin anywhere,38
can topping up be automatic,4
when would my card be charged an extra fee for a transaction,15
i made a payment but the app cancelled it,53
what documents do you need to verify my identity,69
i already made a transfer and want to cancel it how do i do that,8
i didnt receive the correct exchange rate for an item that i bought,17
will i be charged for a top off transfer,56
can you tell me where you get your exchange rates,32
are there a certain amount of transactions i can do with one disposable card,29
can i topup by cheque,58
i was not able to receive the correct amount of cash,75
how do i verify my source of funds,70
can i pay with my card anywhere,10
i need some help now please there are some transactions on my account that i do not remember purchasing can they be reversed can you please cancel or freeze my card so i dont keep getting charged,16
i need to know what charges i will incur for using a european card for top up,57
account topping up bank transfers to my account assistance please,65
how do i unblock my pin after entering it wrong too many times,49
how do i get my card out of the atm,18
i think my card has been used by somebody else since i was never in the little town where some transactions on this bill have come from please stop this right away,22
how do i transfer money from one bank account to another,65
i wondered if multiple currencies is okay,36
my card has been found is there any way for me to put it back into the app,13
when my card expires soon how fast is the replacement card sent and what are the costs,9
where is an atm,3
what do i need for the identity verification,69
why does my transfer say it is pending,48
what is the foreign exchange rate you will apply,32
why did my my transfer get declined,27
how can i transfer money using my credit card,62
are you visa or mastercard,73
i was recently mugged and would like to know if i have to have access to the app to use your services and how i would go about setting up your services on a new device belonging to a current user,42
has my topup has been cancelled,61
what method do you use for the exchange rate,32
how do i get started when i get my card,38
tell me how to delete my account,55
why didnt this transfer work,35
there is something wrong with my card tried to use it a few times today in different places and it just didnt work the transactions i tried to make were really small so not sure whats going on,14
is it possible to get a visa and mastercard from you,73
do you accept credit cards from the us,54
how do i get my card active,0
how can i track my cards delivery,11
i was recently charged for withdrawing money from my bank atm how can that be possible when i havent been charged for using it before,19
my bank is in europe how long will the transfer take,67
why was my transfer stopped,7
i have a payment that i didnt make,16
do you accept cheques for topup,58
im not in the uk is it possible for me to still get a card,24
im trying to figure out the current exchange rate,32
my phone is not on me how can i use the app,42
can i make transactions before identity verification is complete,74
where can cards be delivered,43
can you explain the transfer fee that i was charged,64
there is a debit i dont recognize,28
i need to activate my card how is that done,0
i found my lost card am i still able to use it,13
this transaction needs both a visa and a mastercard,73
my pin cant access my card can you help,49
i made a cash deposit going to my account but it is not there,6
what exchange rates do you offer,32
where do i verify my identity,69
i did a transfer but its still pending,48
is there a way to find an atm around me,3
do i need to establish i am paid in gbp before a transfer,50
when will i recieve my new card,11
is there a way to topup when it reaches a certain balance,4
tell me what i need to do to activate my card,0
what is the process to create a disposable virtual card,37
why does my statement contain an extra fee,34
how long do bank transfers take to clear,5
is my pending cash withdrawal processed,46
im not sure how to complete the identity checks process,69
ive got to have one of those virtual cards,40
i was needing you to see if the exchange rate is correct from when i got cash,76
my card was frozen due to putting in the wrong pin too much how many tries do i have,26
how do i use american express to top up my account,54
how much can i withdrawal in one month without incurring fees,19
i noticed my transfer was declined,27
what businesses accept this card,10
id rather not use my physical card how can i get a virtual card,40
how do you figure out the exchange rate can you explain why i got less money than expected,76
i made a transfer and they havent received the money i sent them,66
i tried to topup why didnt it work,59
im going to cancel a purchase,52
help i think someone has made a cash withdrawal with my card,20
in terms of holding and exchange what fiat currencies do you use,36
why do i see extra charges for withdrawing my money,19
im worried my card might be lost in the mail how long does it usually take to arrive,12
please explain how i use the disposable cards,37
will i be charged for a cash withdrawal,19
when will the transaction go through,45
hi one of payment is still coming as pending for which i have already paid by card i guess it did not processed could you please check and update me,45
i cant verify my id,68
how long does it take for funds to come through the us to my account,67
i tried to get gas but my money was gone,62
for some reason my contactless has stopped working i dont know what the problem is what can i do,23
is my child too young to sign up,1
i need to transfer money to my account from another bank,65
the atm im standing in front of only gave me 10 pounds rather than the 30 pounds i wanted the app shows i took out 30 pounds also what do i need to do to fix this,75
how can i link the new card,13
can i add a new currency to my account,33
theres an error with the rate that is charged,17
how old do kids have to be to open an account,1
the nfc payment wouldnt work on the bus today help,23
can i have a refund,52
why wont my virtual card work,72
i havent received my pin,38
i requested a refund from a seller a while ago but when i check my statements it doesnt show up can you help me get my refund,51
i want a real card,43
this stupid system is not letting me prove my identity,68
my disposable virtual card has been rejected by the merchant earlier today what should i do,72
my card was lost on vacation i dont know where it is can you help me take care of this immediately,41
i am seeing unathorized transactions in the app on my account,20
i would like to know how my friend would be able to send me money,50
i dont like your company delete my account,55
in what countries do you do business,24
how do i verify my identity,69
what currencies do you accept,36
i need my payment in another currency,50
can you explain the various transaction times shown on my statement,63
there is a payment on my card that i do not recognize,16
is the verification number on the top up card,71
can you tell me the atms i can use with my card,3
verify topup card help,71
where can i use my card to pay,10
i need to reset the passcode,44
i have been charged way to much so something is apparently wrong with my exchange i changed russian ruble into uk pounds,17
i am still currently waiting for the cash that has been deposited into the account this morning,6
this past holiday i made a withdraw at the atm machine and it seems ive been charged too much,76
i only have one other credit card from the us do you accept that,54
i need someone to alert me as to whats going on i had transferred an amount but the receiver is saying that the amount is somewhat less than what i sent over i now have to make another transfer to make up the difference,64
where can i get my card at,43
my topup does not seem to have worked what went wrong,59
i used my card to top up but now i dont see the money in my account,62
i thought it was free to make a withdrawal so how much does it cost now,19
i have lost my phone what steps can i take to prevent someone using my account,42
is it possible to change my address,30
what does it mean if my payment has been reverted,53
why am i not able to withdraw cash from this atm,26
i paid my rent into the wrong account could you please pay it into the right account it needs to be done by tomorrow,8
tell me how i can order my card,43
i used foreign currency to buy something and i think the rate applied is incorrect,17
how do i get money from friends,50
id prefer a mastercard,73
i want to have an item refunded can i do that,52
the atm at metro bank on high st kensington swallowed my card how do i get it back,18
i tried topping up for the first time today since i am a new customer it doesnt appear that its working it has been pending for at least half an hour please take care of this,47
why is my transfer stuck on pending,48
why isnt my disposable virtual card working,72
someone stole my phone yesterday is there anything i need to do,42
is it possible to topup automatically,4
i had a problem with my card payment can you help,25
can i use a credit card from the us to top up,54
i cant use my virtual disposable card,72
what credit cards are supported,54
top up not available in my wallet,62
i dont remember my login code,44
which locations can i withdraw money from,3
whats the process to receive a second card,39
im waiting for my transaction to complete,66
my card got trapped inside an atm what should i do,18
how do i verify the top up,71
i need a few more physical cards,39
how do i know if i will get my card or if it is lost,11
theres a refund missing from my statement,51
how can i request cash back the atm just gave me a different amount than what ive been charged though,75
please tell me where i can update my details since i moved,30
do you send more than one card,39
my account balance has not updated since i deposited a cheque recently,6
seems like my topup has failed,59
do you have any fees if i want to add money using an international card,57
my identity verification hasnt passed yet is it possible to use my account,74
can i top up my account with a cheque,58
i am seeing an extra fee on my statement what is that for,34
i didnt know i was going to get charged to use my card,15
why is there a transaction that shows multiple times,63
i have a canceled topup and wanted to know about it,61
if i am in china can i still order a new card and if so how,9
no refund showing in my statement,51
what are the steps to activating a new card,0
can i receive payments in another currency,50
can i open an account for a child,1
what is the refund policy,52
i tried to buy something online yesterday but it kept saying declined tried again today but same thing happened whats wrong,27
i already have an account why cant i use it unless my identity is verified,74
the topup card is verified how,71
i cannot get my virtual card to work,72
do you deal with eur,36
the topup did not go through,59
what is the most amount of disposable cards allowable,29
i bought an item and now i want a refund,52
is it possible to verify a top up,71
phone is gone,42
is there a list of atm machines,3
i could not use my card in a store,25
the contactless payments are not working,23
how do i add money from my amex card to top up,54
i saw a fee on my app from one of my payments and i wasnt sure where it came from is there a way you can tell me when theres an additional fee for my payments,15
why has my payment not transferred,35
will the system automatically update once there is no more money left,4
i havent received my virtual card yet,40
why did i have to pay extra because i paid with my card,15
where is my pin,38
what should i do if i forgot my passcode,44
how can i reset my pin,21
why is the exchange rate wrong when i purchase something abroad,17
are you able to guide me to my cards location,41
can you please explain how bank transfers work,65
i am having some difficulty verifying my id,68
i have an unknown debit charge in my statement why,28
where can i find the card pin,38
why are the things i bought earlier today still showing as pending,45
how to get new card after atm eats it,18
the balance on my account wasnt updated after i made a depost,6
what forms of id do you need for identity verification,69
did not receive correct cash upon withdrawal,75
why is it taking so long for my cash withdrawal to no longer show as pending,46
is there an alternative to a physical card,40
how do i use disposable cards,37
how come my transfer didnt work,35
help please my rent payment is coming out tomorrow and i made a payment mistake yesterday can you put in in the correct account,8
where is thefttop option,4
i am attempting to make a purchase online but my card is not working i know there are funds available is this an issue on the banks end,53
this company sucks can you delete my account,55
can i use my card everywhere,10
is my card accepted anywhere,10
do i have to go to the bank to change my pin,21
how does a virtual card work,37
why cant i see the top up i made,62
why do i have to verify the topup,71
what steps can i take if someone else is using my card,22
can i give a second card for this account to my daughter,39
i left my card at a restaurant and now its missing,41
will i be charged for topping up my account using a bank transfer,56
i should not have been charged a fee for cash withdrawal,19
what is the verification process for a top up card,71
will you charge me if i top up by card,57
i am looking for my topup verification code and cannot find it,71
i am wondering about a transfer from a different country that doesnt show up yet,5
how do i transfer something faster than normal,67
do you accept cheques for top ups,58
do you know the closest atm,3
is there a reason that the atm declined my transaction,26
how long do european transfers take,67
how can i verify my source of funds,70
what steps do i need to take for the identity checking process,69
i want to transfer money using my credit card,62
i dont appreciate the extra fees being siphoned from my account i was helping some friends move to japan and we were buying home decorations at the local stores the receipts differed greatly from what showed up in my bank account and my statement when can i expect the extra fees to be back in my account,64
so i was under the impression that you have an offer for crypto top up this doesnt seem to be working now the money has just disappeared from my account what is the deal,61
how do i cancel my card there are charges on my account that i didnt make,20
why do transfers get declined,27
help there is a cash withdrawl on the account that i didnt make,20
i was mugged yesterday and they took everything i cant access my app what are my next steps,42
there is a cash withdrawal from an atm listed but i dont remember making this withdrawal,20
what can i use to verify my identity,69
please check my card as withdrawal was working fine so far but this morning suddenly got declined can you please check the problem,26
can you tell me why my transfer failed,35
my account is showing a double charge,63
will i need to order a new card since mine expires next month,9
why is my card payment still pending it should have gone through already,45
if my card payment isnt working what do i do,25
hi can you tell me why my transfer keeps being rejected ive been trying to send money to my friends this morning but failed every time and i have no idea why,35
i have a strange transaction on my account which appears to pertain to a cash withdrawal i made outside nandos in leeds what is that for is it fraud,19
if i order a new card how much will it be and how long will it take me to get it,9
where are the mastercard atms,3
im being charged for using my card,15
what is the top up limit,60
verifying the topup seems like a hassle,71
i tried to use my card to top up but all of the money has disappeared,62
i want to delete my account,55
why would my top up be cancelled,61
can i use the apple watch to make a topup,2
i want to cancel a purchase,52
i topped up but it didnt complete,47
what are the steps i need to take to cancel a transaction,8
